ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
844,Google + HK HILL,Chanchal Singh,7/1/2017,NA,Lovely place... I Want to go again,5,POSITIVE
845,Google + HK HILL,chandan br,1/13/2017,NA,Attractive and nice place in Bangalore,5,POSITIVE
846,Google + HK HILL,Chandan Chandu,6/3/2017,NA,Good atmosphere Temple,5,POSITIVE
847,Google + HK HILL,chandan chinnu,4/29/2015,,I love krishana,5,POSITIVE
848,Trip Advisor,Chandan Paniraj,7/15/2016,NA,Very good place. Has meditation hall. Serve yummy prasadam. Very crowded on weekends and holidays.,5,POSITIVE
849,Facebook,Chandra Jyothivelagapudi,1/15/2017,NA,"The most happy tears,I shed on visiting and had Darshan of Lord Krishna and Radha",4,POSITIVE
850,Google + HK HILL,chandra kanth chandu,12/17/2015,,More of business than divinity,5,POSITIVE
851,Google + HK HILL,Chandra Sekhar,7/26/2016,NA,Well maintained,5,POSITIVE
852,Google + HK HILL,chandra sekhar,6/23/2017,NA,Lord Krishna with Radha and other gods near by Yaswanthpur Railway Station,5,POSITIVE
853,Trip Advisor,chandra shekar s,12/10/2014,Modren temple,Recently we went to this temple after a heavy breakfast.The temple is located at heighe but vehicles can go till top.Good parking arrangements and temple is modren well maintained.Good queue ystems and good restaurent at reasonable price.There is also well maintained shops and you can do lot of shopping.Preying area is good and overall worth visiting on a bangalore trip.,4,POSITIVE
854,Trip Advisor,Chandra_Traveller,8/21/2015,?Nice Experience?,"I am not a guy who loves to go to temples. But this is something different than a typical hindu temple. One must visit this place to experience the grandeur and different temple experience. It has a foodcourt also with reasonable pricing to taste local food varieties to donut, pastries, etc. as well. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r301696907-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",5,POSITIVE
855,Trip Advisor,Chandra4u,7/8/2016,Krishna Temple,Krishna temple established by ISCKON. Beautiful place to visit and one of the best attractions in Bangalore. Get lord Krishna's blessings. You can also donate for Akshayapatra scheme which feeds thousands of children across the state.,4,POSITIVE
856,Trip Advisor,Chandrakanth B,1/5/2016,Too crowded. Not worth visiting it. better be at home and prey to God rather than spending time and getting restless.,Too crowded. Not worth visiting it. better be at home and prey to God rather than spending time and getting restless. It is too crowded and you will not get to see God even for few minutes. If you are really looking for peace of mind then stay back at home and do meditation and prey to God in home. Atleast you will have peace of mind.,2,NEGATIVE
857,Trip Advisor,ChandraMJ,6/8/2015,Best & must place to be in Bengaluru,"ISKCON Sri Radha Krishna-Chandra Temple is best and must place to be.It place where you feel relaxed sitting in pyramid of the main temple, you do have good veg restaurants inside the temple Premises and also some shopping stalls selling snacks and prasadams. Kids can enjoy krishna movie and lots of gift shopping. There is Sandalwood factory opposite to the...",4,MIXED
858,Google + HK HILL,Chandramouli Subrahamanayan,8/9/2016,NA,Good peaceful religious place. Love the environment and clean place. Do miss to walk the 108 steps chanting. Really n...,4,POSITIVE
859,Trip Advisor,chandramouli1949,11/11/2014,A great place to visit,"The Temple, though, situated in the heart of Bengaluru City has a large campus. It is easily reachable from all the corners of Bengaluru and is a popular landmark in the City. The steps, though pose a little strain to the elderly people, are comfortable to climb and makes the visit really pleasant. The main temple is located in a very spacious hall, where meditation can be done with peace. The prasadam ( pongal ) provided by the Temple is nutritious. There are several marriage halls in the temple complex. By and large, visiting this Temple makes a great and memorable experience.",4,POSITIVE
860,Trip Advisor,chandramounika494,12/30/2016,Historical place,I went to iskcon temple with my friends. This is a historical place of lord Krishna. It is such a wonderful place and peaceful place,5,POSITIVE
861,Trip Advisor,chandrapolineni,11/27/2016,Best temple in Bangalore,This is the very good temple to see in mahalakshmi lay out in bangalore . this is the maim attractive place in bangalore . I have visited this place yesterday I usually go to this place often and often .this is the temple of krishna . this temple,5,POSITIVE
862,Trip Advisor,Chandrasekhara S,5/10/2014,ISKCON SRI RADHA KRISHNA TEMPLE,This is on a small hillock facing Yeshvatapura-Chord road.The temple is neo-classical in style and quite luxurious in its conception. The puja is very traditional but in Nort Indian style. The idols of Radha Krishna are also in North Indian style. Devotees who are invited can partake the evening's Prasadam and others can make enquries at the office for this. Car and two wheeler parking is no problem The temple also has a beautiful restaurant in the premises. In the evening culturlal programs will be held at the adjoining auditorium.The temple with its landscaped garden is very well maiantained and cleanliness everywhere is given maximum importance. Wheelchair is also available for aged and infrim people. All in all the temple is a unique experience.,5,POSITIVE
863,Trip Advisor,ChandrashekharJagtap,6/6/2013,Good place to visit,"Temple is on the outskirts of the city but worthwhile of all the traffic tolls on your health. It is very clean and calm place, the architecture and the paintings on ceilings are very good. Overall good place to visit.",4,POSITIVE
864,Google + HK HILL,Chandresh singh,9/21/2016,NA,Everything is nice except for the fact they try to make money out of everything. There are shops inside the temple wh...,4,NEGATIVE
865,Trip Advisor,chandru_BLR,3/16/2016,Iskcon,Must visit place for tourists. In the center of city. Peaceful atmosphere. You have temple run canteen too.,4,MIXED
866,Trip Advisor,Chandu K,6/12/2017,Very pleasant place,Nice temple with nice view.near to railway station and metro. Peaceful place to relax for mind and body.,4,POSITIVE
867,Google + HK HILL,Channappa shreyas,4/7/2017,NA,Beautiful,5,POSITIVE
868,Trip Advisor,chaoskhetan,4/14/2015,"Beautiful, spacious ?","In recent years, I have turned down the temple visits, just because when they get crowded, it is very suffocating ... and all the religious sentiments go for toss ... the mental peace for which one goes to temple is lost. This ISKON is different. a) there is lot of open space; b) the main temple has high ceiling giving a lot of breathing space - even when it is crowded to peak; c) the live chants (not the recorded CDs) make it very divine, beautiful and soothing. One feels good after visiting this temple. Added on advantage is the food court - very good. For those who are little more practical like me, a lot of parking space too ...",4,POSITIVE
869,Google + HK HILL,Charan Raj,5/22/2017,NA,One of the famous temple in Bangalore and they conduct many events here especially for school students I had once bunked my school and went there to participate in drama with my friends and I have not given that 5 star star because of the high price fixed for the items and food available there.,4,POSITIVE
870,Google + HK HILL,charan raj,6/23/2017,NA,Very peace full Amazing service providing by the volunteers and staff more than that clean and tidy of that place will decrease all our stress. Program by name YOGA FOR HAPPINESS was such a nice a program that i haven been never.,5,POSITIVE
871,Trip Advisor,Charith R,5/22/2017,Hare Rama hare Krishna,Its holy temple. Very peaceful place for worshiping lord Krishna. Avoid weekends as the place will be crowded.,5,POSITIVE
872,Trip Advisor,Charithra N,6/26/2016,very peaceful,"The temple gives a positive vibe, the Hare Krishna hill is located in the midst of a garden, pond, mini water falls. There is parking available. The inside of the temple is very mesmerizing. very clean and beautiful. It it amazing during the bhajans and we went during the evening bhajans. this should not be missed!! The prasadam was also very yummy with khara pongal which has been our favourite for many years!",5,POSITIVE
873,Trip Advisor,CharlesManthopil,4/12/2013,Nothing divine,this is purely a business center nothing divine in this place the food material;s used are very substandard from govt suppikled ration (public distribution system) illegal use Devotees beware,2,NEGATIVE
874,Google + HK HILL,Charulatha R V,12/21/2013,,Great hare krishna,4,POSITIVE
875,Trip Advisor,charuni2015,1/13/2016,Peaceful place for meditation,Please visit on weekday Weekend is very crotasty Recommend you to eat khichdi very very tasty Transport needs to be changed from majestic,4,POSITIVE
876,Trip Advisor,ChawlaDheeraj,2/1/2017,Nice ambiance buy choose your day right,Must visit place for Krishna devotees. Nice big hall and puja area. Tends to get over crowded on weekends and especially Aarti time. Difficult with small kids. Queues are pretty long on sacred days. Food is okay.,4,POSITIVE
